skill_line	line_name	class	class_id	family	family_id	pet_talent_type	exotic	name	spell_id	castable	cooldown	description_source	description
764	Pet - Nether Ray	3	3	Ray	34	Ferocity	false	Nether Energy	344349	true	10	db2-template	A pulse of excess energy releases from the Ray, removing $s1 Disease, Magic, and Poison effect from itself.
765	Pet - Sporebat	3	3	Sporebat	33	Cunning	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
765	Pet - Sporebat	3	3	Sporebat	33	Cunning	false	Spore Cloud	344347	true	10	db2-template	The Sporebat shakes off excess spores, removing $s1 Disease, Magic, and Poison effect from itself.
766	Pet - Warp Stalker	3	3	Warp Stalker	32	Cunning	false	Warp Time	35346	true	10	db2-template	The Warp Stalker slows time around the enemy, reducing their movement speed by $s1% for $d.
766	Pet - Warp Stalker	3	3	Warp Stalker	32	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
767	Pet - Ravager	3	3	Ravager	31	Ferocity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
767	Pet - Ravager	3	3	Ravager	31	Ferocity	false	Ravage	263857	true	6	db2-template	The Ravager tears into the enemy,  causing the Mortal Wounds effect.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
768	Pet - Serpent	3	3	Serpent	35	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
768	Pet - Serpent	3	3	Serpent	35	Cunning	false	Serpent's Swiftness	263904	true	90	db2-template	The Serpent takes on a defensive posture, increasing dodge chance by $s1% for $d.
775	Pet - Moth	3	3	Moth	37	Cunning	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
775	Pet - Moth	3	3	Moth	37	Cunning	false	Serenity Dust	344353	true	10	db2-template	The moth vibrates its wings, releasing tranquil dust all over itself, removing $s1 Disease, Magic, and Poison effect.
780	Pet - Exotic Chimaera	3	3	Chimaera	38	Ferocity	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
780	Pet - Exotic Chimaera	3	3	Chimaera	38	Ferocity	true	Frost Breath	54644	true	10	db2-template	The Chimera blasts the target with frost breath, reducing movement speed by $s1% for $d.
780	Pet - Exotic Chimaera	3	3	Chimaera	38	Ferocity	true	Froststorm Breath	92380	true	0	db2-template	The Chimera channels a frozen breath attack, causing $<damage> Froststorm damage every $92380T1 sec for $92380d to all enemies within $95725a1 yards.
780	Pet - Exotic Chimaera	3	3	Chimaera	38	Ferocity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
781	Pet - Exotic Devilsaur	3	3	Devilsaur	39	Ferocity	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
781	Pet - Exotic Devilsaur	3	3	Devilsaur	39	Ferocity	true	Monstrous Bite	54680	true	8	db2-template	The Devilsaur ferociously bites the enemy, causing the Mortal Wounds effect.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
781	Pet - Exotic Devilsaur	3	3	Devilsaur	39	Ferocity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
781	Pet - Exotic Devilsaur	3	3	Devilsaur	39	Ferocity	true	Feast	159953	true	60	db2-template	The devilsaur feasts on a nearby Humanoid or Beast corpse within $a1 yards, healing it for $159954s1% of its maximum health and restoring $159954s2 focus over $159954d.
782	Pet - Ghoul	6	6	Ghoul	40		false	Claw	47468	true	0	db2-template	Claw the enemy, dealing $<damage> Physical damage.$?s1233448[\n\n|CFFE55BB0Dark Transformation: Rakes with deformed claws, dealing $<sweepingclaw> Shadow damage to the target and $<sweepingclawsecond> to all enemies nearby the monstrosity.|R][]
782	Pet - Ghoul	6	6	Ghoul	40		false	Gnaw	47481	true	90	db2-template	Bite and tear at a target's limbs, dealing light damage and stunning for $91800d.$?s1233448[\n\n|CFFE55BB0Dark Transformation: Strike an enemy with a smashing attack, dealing $<monstrousblow> Physical damage and stunning for $91797d.|R][]
782	Pet - Ghoul	6	6	Ghoul	40		false	Leap	47482	true	30	db2-template	Leap behind an enemy target.$?s1233448[\n\n|CFFE55BB0Dark Transformation: Charge an enemy, interrupting spellcasting and immobilizing them for $91807d.|R][]
782	Pet - Ghoul	6	6	Ghoul	40		false	Huddle	47484	true	45	db2-template	Go into a defensive crouch, reducing all damage taken by $91838s1% but preventing other actions for $91838d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Unleash a fortifying roar, reducing all damage taken by $91837s1% for $91837d.|R][]
782	Pet - Ghoul	6	6	Ghoul	40		false	Claw	91776	true	0	db2-template	Claw the enemy, dealing $<damage> Physical damage.
782	Pet - Ghoul	6	6	Ghoul	40		false	Sweeping Claws	91778	true	0	db2-template	Rakes an enemy with deformed claws, dealing $<sweepingclaw> Shadow damage to the target and $<sweepingclawsecond> Shadow damage to nearby enemies.
782	Pet - Ghoul	6	6	Ghoul	40		false	Monstrous Blow	91797	true	90	db2-template	Strike an enemy with a smashing attack, dealing $s2 Physical damage and stunning for $d.
782	Pet - Ghoul	6	6	Ghoul	40		false	Gnaw	91800	true	90	db2-template	Bite and tear at a target's limbs, stunning it for $d and dealing damage.
782	Pet - Ghoul	6	6	Ghoul	40		false	Leap	91809	true	30	db2-plain	Leap behind an enemy target.
782	Pet - Ghoul	6	6	Ghoul	40		false	Shambling Rush	91802	true	30	db2-template	Charge an enemy, interrupting spellcasting and immobilizing them for $91807d.
782	Pet - Ghoul	6	6	Ghoul	40		false	Putrid Bulwark	91837	true	45	db2-template	Unleash a fortifying roar, reducing all damage taken by $91837s1% for $91837d.
782	Pet - Ghoul	6	6	Ghoul	40		false	Huddle	91838	true	45	db2-template	Go into a defensive crouch, reducing all damage taken by $91838s1% but preventing other actions for $91838d.
782	Pet - Ghoul	6	6	Ghoul	40		false	Avoidance	62137	false	0	db2-template	Reduces the damage your summoned ghoul takes from creature area of effect attacks  by an additional $s1%.\nReduces the range at which enemies detect your pet.
783	Pet - Exotic Aqiri	3	3	Aqiri	41	Cunning	true	Claw	16827	true	3	db2-template	Claw the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
783	Pet - Exotic Aqiri	3	3	Aqiri	41	Cunning	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
783	Pet - Exotic Aqiri	3	3	Aqiri	41	Cunning	true	Tendon Rip	160065	true	10	db2-template	The Aqiri slashes at the target's feet, reducing movement speed by $s1% for $d.
783	Pet - Exotic Aqiri	3	3	Aqiri	41	Cunning	true	Dune Strider	280151	false	0	db2-template	Increases the Aqiri's movement speed by $s1%.
784	Pet - Exotic Worm	3	3	Worm	42	Tenacity	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
784	Pet - Exotic Worm	3	3	Worm	42	Tenacity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
784	Pet - Exotic Worm	3	3	Worm	42	Tenacity	true	Burrow Attack	93433	true	14	db2-template	The Worm burrows into the earth and shakes the ground above, dealing $<damage> Nature damage over $d.
784	Pet - Exotic Worm	3	3	Worm	42	Tenacity	true	Acid Spit	263446	true	10	db2-template	The Worm spits acid at the target, slowing movement by $s1% for $d.
785	Pet - Wasp	3	3	Wasp	44	Ferocity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
785	Pet - Wasp	3	3	Wasp	44	Ferocity	false	Toxic Sting	263858	true	6	db2-template	The Wasp dives in and stings the target, causing the Mortal Wounds effect.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
786	Pet - Exotic Clefthoof	3	3	Clefthoof	43	Ferocity	true	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
786	Pet - Exotic Clefthoof	3	3	Clefthoof	43	Ferocity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
786	Pet - Exotic Clefthoof	3	3	Clefthoof	43	Ferocity	true	Thick Hide	160057	false	0	db2-template	When falling below $s2% health, the Clefthoof's skin will thicken, granting $160058s1% reduced incoming damage for $160058d.\n\nThis effect can only occur once every $s3 sec.
786	Pet - Exotic Clefthoof	3	3	Clefthoof	43	Ferocity	true	Blood of the Rhino	280069	false	0	db2-template	The Clefthoof has $s2% additional armor and increases the effectiveness of healing received by $s1%.
787	Pet - Exotic Core Hound	3	3	Core Hound	45	Ferocity	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
787	Pet - Exotic Core Hound	3	3	Core Hound	45	Ferocity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
787	Pet - Exotic Core Hound	3	3	Core Hound	45	Ferocity	true	Molten Hide	159788	false	0	db2-template	When the core hound takes melee attacks, it infuses its hide with molten lava, causing $160124s1 Fire damage to all further melee attackers for $159786d. Molten Hide can only activate every $s2 sec.
787	Pet - Exotic Core Hound	3	3	Core Hound	45	Ferocity	true	Obsidian Skin	263867	true	60	db2-template	The Core Hound suddenly cools and hardens the magma on its skin, reducing damage taken by $s1% for $d.
788	Pet - Exotic Spirit Beast	3	3	Spirit Beast	46	Tenacity	true	Claw	16827	true	3	db2-template	Claw the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
788	Pet - Exotic Spirit Beast	3	3	Spirit Beast	46	Tenacity	true	Spirit Walk	90328	true	10	db2-template	Puts your pet in stealth mode, but slows its movement speed by $s2%. The first attack from stealth receives a $s3% bonus to damage.  Lasts until cancelled.
788	Pet - Exotic Spirit Beast	3	3	Spirit Beast	46	Tenacity	true	Spirit Mend	90361	true	30	db2-template	The Spirit Beast heals the current friendly target for ${$m1+(($RAP*0.6)*1)} plus an additional ${$m2+(($RAP*0.6)*.66)*($d/$t2)} over $d.
788	Pet - Exotic Spirit Beast	3	3	Spirit Beast	46	Tenacity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
788	Pet - Exotic Spirit Beast	3	3	Spirit Beast	46	Tenacity	true	Spirit Pulse	344351	true	10	db2-template	A pulse of spirit energy releases from the Spirit Beast, removing $s1 Disease, Magic, and Poison effect from itself.
805	Pet - Water Elemental	8	8	Water Elemental	49		false	Freeze	33395	true	25	db2-template	Blasts enemies in a $a1 yard radius with frost, freezing them in place for up to $d. Damage caused may interrupt the effect.
805	Pet - Water Elemental	8	8	Water Elemental	49		false	Waterbolt	31707	true	0	db2-template	Deals $sw1 Frost damage to the target.
805	Pet - Water Elemental	8	8	Water Elemental	49		false	Avoidance	65220	false	0	db2-template	Reduces the damage your pet takes from area of effect attacks by an additional $s1%.\nReduces the range at which enemies detect your pet.
805	Pet - Water Elemental	8	8	Water Elemental	49		false	Water Jet	135029	true	20	db2-template	Channels a jet of icy water at the target, $?s198146[slowing the target by $m2% and ][]dealing $o1 Frost damage to the target over $d.
808	Pet - Fox	3	3	Fox	50	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
808	Pet - Fox	3	3	Fox	50	Cunning	false	Play	90347	true	0	db2-plain	Puts your Fox into a playful state.
808	Pet - Fox	3	3	Fox	50	Cunning	false	Agile Reflexes	160011	true	90	db2-template	The Fox heightens its senses, increasing dodge chance by $s1% for $d.
811	Pet - Hound	3	3	Hound	52	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
811	Pet - Hound	3	3	Hound	52	Cunning	false	Lock Jaw	263423	true	10	db2-template	The Hound bites the target's feet, reducing movement speed by $s1% for $d.
815	Pet - Monkey	3	3	Monkey	51	Cunning	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
815	Pet - Monkey	3	3	Monkey	51	Cunning	false	Primal Agility	160044	true	90	db2-template	The Monkey heightens its senses, increasing dodge chance by $s1% for $d.
817	Pet - Exotic Shale Beast	3	3	Shale Beast	55	Cunning	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
817	Pet - Exotic Shale Beast	3	3	Shale Beast	55	Cunning	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
817	Pet - Exotic Shale Beast	3	3	Shale Beast	55	Cunning	true	Solid Shell	160063	true	60	db2-template	The Shale Beast hardens its rocky armor, reducing damage taken by $s1% for $d.
817	Pet - Exotic Shale Beast	3	3	Shale Beast	55	Cunning	true	Shimmering Shale	279259	false	0	db2-template	Reduces magic damage taken by $<reduction>.
818	Beetle	3	3	Beetle	53	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
818	Beetle	3	3	Beetle	53	Tenacity	false	Harden Carapace	90339	true	60	db2-template	The Beetle hardens up, reducing damage taken by $s1% for $d.
824	Pet - Hydra	3	3	Hydra	68	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
824	Pet - Hydra	3	3	Hydra	68	Tenacity	false	Acid Bite	263863	true	6	db2-template	The Hydra bites the target with corrosive venom, causing the Mortal Wounds effect.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
962	Pet - Primal Fire Elemental	7	7	Fire Elemental	116		false	Meteor	117588	true	60	db2-template	Call down a molten meteor on your target, dealing $s1 damage to up to $I enemies within $A1 yards of your target.
962	Pet - Primal Fire Elemental	7	7	Fire Elemental	116		false	Fire Blast	57984	true	0	db2-plain	Inflicts Fire damage to an enemy.
962	Pet - Primal Fire Elemental	7	7	Fire Elemental	116		false	Avoidance	65220	false	0	db2-template	Reduces the damage your pet takes from area of effect attacks by an additional $s1%.\nReduces the range at which enemies detect your pet.
962	Pet - Primal Fire Elemental	7	7	Fire Elemental	116		false	Immolate	118297	true	10	db2-template	Burns an enemy, then inflicts additional Fire damage every $t2 sec for $d.
963	Pet - Primal Earth Elemental	7	7	Earth Elemental	117		false	Avoidance	65220	false	0	db2-template	Reduces the damage your pet takes from area of effect attacks by an additional $s1%.\nReduces the range at which enemies detect your pet.
963	Pet - Primal Earth Elemental	7	7	Earth Elemental	117		false	Angered Earth	36213	true	5	db2-template	Taunts all enemies within $A1 yards.
963	Pet - Primal Earth Elemental	7	7	Earth Elemental	117		false	Pulverize	118345	true	40	db2-template	Smashes an enemy with a rocky fist, stunning the target for $d.
963	Pet - Primal Earth Elemental	7	7	Earth Elemental	117		false	Earth Elemental	35773	false	0	none	
983	Pet - Rodent	3	3	Rodent	127	Cunning	false	Claw	16827	true	3	db2-template	Claw the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
983	Pet - Rodent	3	3	Rodent	127	Cunning	false	Rest	126364	true	0	db2-plain	You command your pet Rodent to take a rest.
983	Pet - Rodent	3	3	Rodent	127	Cunning	false	Gnaw	263856	true	6	db2-template	The Rodent gnaws a gaping wound into the target, causing the Mortal Wounds effect.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
984	Pet - Crane	3	3	Waterfowl	125	Tenacity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
984	Pet - Crane	3	3	Waterfowl	125	Tenacity	false	Trick	126259	true	0	db2-plain	You command your Crane to do a trick.
984	Pet - Crane	3	3	Waterfowl	125	Tenacity	false	Oiled Feathers	344350	true	10	db2-template	Shakes its feathers, removing $s1 Disease, Magic, and Poison effect from itself.
985	Pet - Water Strider	3	3	Water Strider	126	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
985	Pet - Water Strider	3	3	Water Strider	126	Cunning	false	Surface Trot	126311	true	0	db2-plain	Allows the Hunter and the Water Strider to walk across water. Any damage will cancel the effect.
985	Pet - Water Strider	3	3	Water Strider	126	Cunning	false	Soothing Waters	344346	true	10	db2-template	The Water Strider cleanses itself with water droplets, removing $s1 Disease, Magic, and Poison effect.
986	Pet - Exotic Stone Hound	3	3	Stone Hound	128	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
986	Pet - Exotic Stone Hound	3	3	Stone Hound	128	Tenacity	false	Eternal Guardian	267922	true	480	db2-plain	When used, your pet will miraculously return to life with full health.
986	Pet - Exotic Stone Hound	3	3	Stone Hound	128	Tenacity	false	Stone Armor	160049	false	0	db2-template	When falling below $s2% health, the Quilen's skin will change to stone, causing it to take $160048s1% less damage and regenerate $160048s2% of its maximum health every $160048t2 sec for $160048d.\n\nThis effect can only occur once every $s3 sec.
987	Pet - Gruffhorn	3	3	Gruffhorn	129	Cunning	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
987	Pet - Gruffhorn	3	3	Gruffhorn	129	Cunning	false	Gruff	263921	false	0	db2-template	When falling below $s2% health, the Gruffhorn will shrug off attacks, granting $160058s1% reduced incoming damage for $160058d.\n\nThis effect can only occur once every $s3 sec.
988	Pet - Basilisk	3	3	Basilisk	130	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
988	Pet - Basilisk	3	3	Basilisk	130	Cunning	false	Petrifying Gaze	263841	true	10	db2-template	The Basilisk stares at the target, reducing movement speed by $s1% for $d.
1305	Pet - Direhorn	3	3	Direhorn	138	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
1305	Pet - Direhorn	3	3	Direhorn	138	Tenacity	false	Gore	263861	true	6	db2-template	The Direhorn drives its horns into the target, causing the Mortal Wounds effect.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
1748	Pet - Primal Storm Elemental	7	7	Storm Elemental	145		false	Wind Gust	157331	true	0	db2-template	Conjures a gust of wind that deals $s1 Nature damage to an enemy.
1748	Pet - Primal Storm Elemental	7	7	Storm Elemental	145		false	Avoidance	65220	false	0	db2-template	Reduces the damage your pet takes from area of effect attacks by an additional $s1%.\nReduces the range at which enemies detect your pet.
1748	Pet - Primal Storm Elemental	7	7	Storm Elemental	145		false	Stormfury	157375	true	40	db2-template	Channel the energy of the storms at your target, causing $269005s1 Nature damage to all enemies within $269005A1 yards every $t1 sec. Deals reduced damage beyond $s3 targets.\n\nThe damage of this ability increases by $s2% every time it deals damage.
1748	Pet - Primal Storm Elemental	7	7	Storm Elemental	145		false	Call Lightning	157348	true	20	db2-template	Call down a lightning strike on an enemy, dealing $s1 Nature damage, and leaving the Storm Elemental charged with energy for $d.\n\nWhile charged, the Storm Elemental's damage is increased by $s2%.
1819	Pet - Riverbeast	3	3	Riverbeast	150	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
1819	Pet - Riverbeast	3	3	Riverbeast	150	Tenacity	false	Gruesome Bite	160018	true	6	db2-template	The Riverbeast bites gruesomely at its target, causing Mortal Wounds on the target.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
1981	Pet - Terrorguard	9	9	Terrorguard	147		false	Doom Bolt	85692	true	0	db2-template	Sends a shadowy bolt at the enemy, causing $s1 Shadow damage. Deals $s2% additional damage to targets below 20% health.
1981	Pet - Terrorguard	9	9	Terrorguard	147		false	Debilitate	170996	true	30	db2-template	Debilitates the target, reducing movement speed by $s1% for $d (4 sec in PvP).
1981	Pet - Terrorguard	9	9	Terrorguard	147		false	Shadow Lock	171138	true	24	db2-template	Counter an enemy's spellcast, preventing any spell from that school of magic from being cast for $19647d.
1981	Pet - Terrorguard	9	9	Terrorguard	147		false	Avoidance	32233	false	0	db2-template	Reduces the damage your pet takes from area of effect attacks by an additional $s1%.\nReduces the range at which enemies detect your pet.
1982	Pet - Abyssal	9	9	Abyssal	148		false	Immolation	19483	true	0	db2-template	Burns nearby enemies for $20153s1 fire damage every $t1 sec.
1982	Pet - Abyssal	9	9	Abyssal	148		false	Burning Presence	171012	true	0	db2-template	Intimidates any target you attack, increasing your threat generation.\n\nAlso increases chance to dodge and parry by $s2%, and reduces physical damage taken by $s4%.\n\n\n\n|cFFFFFFFFAuto-Cast:|r\nAlways keep this effect active.\n\n|cFF777777(Right-Click to toggle)|r
1982	Pet - Abyssal	9	9	Abyssal	148		false	Meteor Strike	171018	true	60	db2-template	The abyssal releases a powerful burst of flames, dealing $s1 Fire damage to nearby targets, and stunning them for $d.
1982	Pet - Abyssal	9	9	Abyssal	148		false	Blaze Magic	171023	true	30	db2-template	Purges $s2 beneficial magic effect from an enemy.\n\n|cFFFFFFFFAuto-Cast:|r\nUse on the Abyssal's current target.\n\n|cFF777777(Right-Click to toggle)|r
1982	Pet - Abyssal	9	9	Abyssal	148		false	Seethe	171014	true	10	db2-template	The $?s108499[Abyssal][Infernal] taunts the target to attack it.\n\n|cFFFFFFFFAuto-Cast:|r\nTaunts the current target if it is not attacking the $?s108499[Abyssal][Infernal] and taunts any target who attacks its master.\n\n|cFF777777(Right-Click to toggle)|r
1982	Pet - Abyssal	9	9	Abyssal	148		false	Avoidance	32233	false	0	db2-template	Reduces the damage your pet takes from area of effect attacks by an additional $s1%.\nReduces the range at which enemies detect your pet.
1993	Pet - Stag	3	3	Stag	151	Tenacity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
1993	Pet - Stag	3	3	Stag	151	Tenacity	false	Nature's Grace	344352	true	10	db2-template	A soothing breeze surrounds the Stag, removing $s1 Disease, Magic, and Poison effect from itself.
2189	Pet - Mechanical	3	3	Mechanical	154	Cunning	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2189	Pet - Mechanical	3	3	Mechanical	154	Cunning	false	Defense Matrix	263868	true	60	db2-template	The Mechanical contraption creates a personal defense matrix around itself, reducing damage taken by $s1% for $d.
2216	Pet - Abomination	6	6	Abomination	155		false	Cleaver	212333	true	0	db2-template	Hack at the enemy, dealing $212335s1% of normal melee damage.$?s63560[\n\n|CFFE55BB0Dark Transformation: Expel vile gas, dealing $212338s1% of normal melee damage as Shadow to all enemies within $212338A1 yds.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Smash	212336	true	90	db2-template	Smash the target with the blunt side of the cleaver, dealing light damage and stunning for $91800d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Strike an enemy with a smashing attack, dealing $91797s2% of normal melee damage and stunning for $91797d.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Hook	212468	true	30	db2-template	Hurl a hook, pulling the target. If the target is Immune, the abomination is instead pulled to the target.$?s63560[\n\n|CFFE55BB0Dark Transformation: Hurl a hook, pulling the target, and immobilizing them for $91807d. If the target is Immune, the flesh golem is instead pulled to the target.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Protective Bile	212384	true	45	db2-template	Produce excess bile, becoming coated in it, reducing all damage taken by $212385s1% for $212385d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Bloat with gastric gases, reducing all damage taken by $212383s1% for $212383d.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Cleaver	212335	true	0	db2-template+redirect	Hack at the enemy, dealing $212335s1% of normal melee damage.$?s63560[\n\n|CFFE55BB0Dark Transformation: Expel vile gas, dealing $212338s1% of normal melee damage as Shadow to all enemies within $212338A1 yds.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Vile Gas	212338	true	0	db2-template+redirect	Hack at the enemy, dealing $212335s1% of normal melee damage.$?s63560[\n\n|CFFE55BB0Dark Transformation: Expel vile gas, dealing $212338s1% of normal melee damage as Shadow to all enemies within $212338A1 yds.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Powerful Smash	212337	true	90	db2-template+redirect	Smash the target with the blunt side of the cleaver, dealing light damage and stunning for $91800d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Strike an enemy with a smashing attack, dealing $91797s2% of normal melee damage and stunning for $91797d.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Smash	212332	true	90	db2-template+redirect	Smash the target with the blunt side of the cleaver, dealing light damage and stunning for $91800d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Strike an enemy with a smashing attack, dealing $91797s2% of normal melee damage and stunning for $91797d.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Hook	212469	true	30	db2-template+redirect	Hurl a hook, pulling the target. If the target is Immune, the abomination is instead pulled to the target.$?s63560[\n\n|CFFE55BB0Dark Transformation: Hurl a hook, pulling the target, and immobilizing them for $91807d. If the target is Immune, the flesh golem is instead pulled to the target.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Flesh Hook	212470	true	30	db2-template+redirect	Hurl a hook, pulling the target. If the target is Immune, the abomination is instead pulled to the target.$?s63560[\n\n|CFFE55BB0Dark Transformation: Hurl a hook, pulling the target, and immobilizing them for $91807d. If the target is Immune, the flesh golem is instead pulled to the target.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Gastric Bloat	212383	true	45	db2-template+redirect	Produce excess bile, becoming coated in it, reducing all damage taken by $212385s1% for $212385d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Bloat with gastric gases, reducing all damage taken by $212383s1% for $212383d.|R][]
