class	class_id	spec	spec_id	tree	hero_tree	node_id	node_type	entry_id	talent	spell_id	max_ranks	req_points	row	col	choice_group	prereq_node_ids	serial_order	choice_index
druid	11	restoration	105	class		82205	ACTIVE	103283	Wild Growth	48438	1		3	8		82217	106	0
druid	11	restoration	105	class		82200	ACTIVE	103278	Starsurge	197626	1		3	10		91044	103	0
druid	11	restoration	105	class		82222	ACTIVE	103300	Rip	1079	1		4	3		82199	119	0
druid	11	restoration	105	class		82218	PASSIVE	103296	Verdant Heart	301768	1		4	5		82219,82223,82220	115	0
druid	11	restoration	105	class		104084	PASSIVE	128590	Improved Nature's Cure	392378	1		4	7		82219,82217	252	0
druid	11	restoration	105	class		82208	ACTIVE	103286	Moonkin Form	24858	1		4	9		91044	109	0
druid	11	restoration	105	class		82221	ACTIVE	103299	Maim	22570	1		5	2		82222	118	0
druid	11	restoration	105	class		82225	PASSIVE	103303	Killer Instinct	108299	2		5	4		82222,82223,82218	122	0
druid	11	restoration	105	class		82227	ACTIVE	103305	Ironfur	192081	1		5	5		82218	123	0
druid	11	restoration	105	class		104085	PASSIVE	128591	Improved Barkskin	327993	1		5	6		82219,82218,104084	253	0
druid	11	restoration	105	class		82211	ACTIVE	103289	Hibernate	2637	1		5	7		104084	112	0
druid	11	restoration	105	class		82214	PASSIVE	103292	Nurturing Instinct	33873	2		5	8		82205,82208,104084	113	0
druid	11	restoration	105	class		93714	ACTIVE	116102	Sunfire	93402	1		5	10		82208	185	0
druid	11	restoration	105	class		82224	PASSIVE	103302	Primal Fury	159286	1	8	6	3		82225	121	0
druid	11	restoration	105	class		82228	PASSIVE	103306	Thick Hide	16931	1	8	6	5		82225,104085	124	0
druid	11	restoration	105	class		82206	PASSIVE	103284	Natural Recovery	377796	1	8	6	7		82214,104085,82211	107	0
druid	11	restoration	105	class		82210	PASSIVE	103288	Astral Influence	197524	1	8	6	9		82214	111	0
druid	11	restoration	105	class		82198	CHOICE	103276	Wild Charge	102401	1	8	7	4	82198	82225,82228	101	0
druid	11	restoration	105	class		82198	CHOICE	103275	Tiger Dash	252216	1	8	7	4	82198	82225,82228	101	1
druid	11	restoration	105	class		82229	CHOICE	103307	Soothe	2908	1	8	7	6	82229	82206,82228	125	0
druid	11	restoration	105	class		82229	CHOICE	128587	Cyclone	33786	1	8	7	6	82229	82206,82228	125	1
druid	11	restoration	105	class		82232	PASSIVE	128581	Aessina's Renewal	474678	1	8	7	8		82214,82206	128	0
druid	11	restoration	105	class		100223	PASSIVE	123868	Starlight Conduit	451211	1	8	7	10		82210,93714	240	0
druid	11	restoration	105	class		82236	PASSIVE	103314	Feline Swiftness	131768	1	8	8	3		82198	132	0
druid	11	restoration	105	class		82235	PASSIVE	103313	Well-Honed Instincts	377847	1	8	8	4		82198	131	0
druid	11	restoration	105	class		100177	PASSIVE	123796	Matted Fur	385786	2	8	8	5		82228,82198	239	0
druid	11	restoration	105	class		82234	ACTIVE	103312	Stampeding Roar	106898	1	8	8	6		82229	130	0
druid	11	restoration	105	class		82240	PASSIVE	103319	Lingering Healing	231040	1	8	8	7		82206,82232	135	0
druid	11	restoration	105	class		82209	ACTIVE	103287	Typhoon	132469	1	8	8	8		82232	110	0
druid	11	restoration	105	class		82207	CHOICE	103285	Mass Entanglement	102359	1	8	8	9	82207	82232	108	0
druid	11	restoration	105	class		82207	CHOICE	128589	Ursol's Vortex	102793	1	8	8	9	82207	82232	108	1
druid	11	restoration	105	class		100176	PASSIVE	123795	Oakskin	449191	1	23	9	3		82235,82236	238	0
druid	11	restoration	105	class		104082	PASSIVE	128586	Perfectly-Honed Instincts	1213597	1	23	9	4		82235	250	0
druid	11	restoration	105	class		104081	PASSIVE	128585	Instincts of the Claw	449184	1	23	9	5		82234	249	0
druid	11	restoration	105	class		82233	PASSIVE	103311	Lycara's Teachings	378988	2	23	9	6		82234	129	0
druid	11	restoration	105	class		104080	PASSIVE	128584	Lore of the Grove	449185	1	23	9	7		82234	248	0
druid	11	restoration	105	class		104079	CHOICE	128583	Gale Winds	400142	1	23	9	8	104079	82209	247	0
druid	11	restoration	105	class		104079	CHOICE	128582	Incessant Tempest	400140	1	23	9	8	104079	82209	247	1
druid	11	restoration	105	class		100175	PASSIVE	123794	Gift of the Wild	1262034	1	23	9	9		82207,82209	237	0
druid	11	restoration	105	class		82237	CHOICE	103316	Incapacitating Roar	99	1	23	10	2	82237	100176	133	0
druid	11	restoration	105	class		82237	CHOICE	103315	Mighty Bash	5211	1	23	10	2	82237	100176	133	1
druid	11	restoration	105	class		100174	PASSIVE	123793	Ursine Vigor	377842	1	23	10	4		100176	236	0
druid	11	restoration	105	class		82230	PASSIVE	103308	Improved Stampeding Roar	288826	1	23	10	5		82233	126	0
druid	11	restoration	105	class		104078	CHOICE	128580	Circle of the Wild	474530	1	23	10	6	104078	82233	246	0
druid	11	restoration	105	class		104078	CHOICE	128579	Circle of the Heavens	474541	1	23	10	6	104078	82233	246	1
druid	11	restoration	105	class		92229	PASSIVE	114300	Lycara's Inspiration	1232897	1	23	10	7		82233	178	0
druid	11	restoration	105	class		100173	ACTIVE	123792	Symbiotic Relationship	474750	1	23	10	8		100175	235	0
druid	11	restoration	105	class		82243	PASSIVE	103323	Forestwalk	400129	2	23	10	10		100175	138	0
druid	11	restoration	105	class		82246	PASSIVE	103326	Fluid Form	449193	1	23	11	3		100176	140	0
druid	11	restoration	105	class		82231	ACTIVE	103309	Heart of the Wild	1261867	1	23	11	6		82230,92229,104078	127	0
druid	11	restoration	105	class		82244	ACTIVE	103324	Innervate	29166	1	23	11	9		100175	139	0
druid	11	restoration	105	spec		82049	ACTIVE	103100	Lifebloom	33763	1		2	20			5	0
druid	11	restoration	105	spec		82047	ACTIVE	103098	Swiftmend	18562	1		3	19		82049	3	0
druid	11	restoration	105	spec		82050	ACTIVE	103101	Nature's Swiftness	132158	1		3	20		82049	6	0
druid	11	restoration	105	spec		104125	PASSIVE	128707	Omen of Clarity	113043	1		3	21		82049	254	0
druid	11	restoration	105	spec		82079	CHOICE	103137	Verdant Infusion	392410	1		4	18	82079	82047	33	0
druid	11	restoration	105	spec		82079	CHOICE	103136	Prosperity	200383	1		4	18	82079	82047	33	1
druid	11	restoration	105	spec		82051	CHOICE	103103	Nature's Splendor	392288	1		4	20	82051	82050	7	0
druid	11	restoration	105	spec		82051	CHOICE	103102	Passing Seasons	382550	1		4	20	82051	82050	7	1
druid	11	restoration	105	spec		82083	PASSIVE	103142	Improved Regrowth	231032	1		4	22		104125	37	0
druid	11	restoration	105	spec		82055	PASSIVE	103109	Soul of the Forest	158478	1		5	19		82079,82051	11	0
druid	11	restoration	105	spec		92674	PASSIVE	114808	Tranquil Mind	403521	1		5	21		82083,82051	184	0
druid	11	restoration	105	spec		82057	ACTIVE	103111	Efflorescence	145205	1	8	6	18		82079,82055	13	0
druid	11	restoration	105	spec		82054	ACTIVE	103108	Tranquility	740	1	8	6	20		82055,92674	10	0
druid	11	restoration	105	spec		82082	ACTIVE	103141	Ironbark	102342	1	8	6	22		82083,92674	36	0
druid	11	restoration	105	spec		82059	PASSIVE	103113	Verdancy	392325	1	8	7	17		82057	15	0
druid	11	restoration	105	spec		103874	PASSIVE	128708	Lifetreading	1217941	1	8	7	18		82057	244	0
druid	11	restoration	105	spec		82043	PASSIVE	117104	Grove Guardians	1226140	1	8	7	19		82057	0	0
druid	11	restoration	105	spec		82053	CHOICE	103107	Inner Peace	197073	1	8	7	20	82053	82054	9	0
druid	11	restoration	105	spec		82053	CHOICE	103106	Flourish	197721	1	8	7	20	82053	82054	9	1
druid	11	restoration	105	spec		82056	PASSIVE	103110	Cultivation	200390	1	8	7	21		82082	12	0
druid	11	restoration	105	spec		82045	PASSIVE	103096	Improved Wild Growth	328025	1	8	7	22		82082,82082	1	0
druid	11	restoration	105	spec		82081	CHOICE	103140	Stonebark	197061	1	8	7	23	82081	82082	35	0
druid	11	restoration	105	spec		82081	CHOICE	103139	Improved Ironbark	382552	1	8	7	23	82081	82082	35	1
druid	11	restoration	105	spec		82060	PASSIVE	103114	Renewing Surge	470562	1	8	8	16		82059	16	0
druid	11	restoration	105	spec		82058	PASSIVE	103112	Rampant Growth	404521	1	8	8	17		82059	14	0
druid	11	restoration	105	spec		82062	PASSIVE	103117	Regenesis	383191	2	8	8	18		82043,82059,103874	17	0
druid	11	restoration	105	spec		94535	PASSIVE	117105	Wild Synthesis	400533	1	8	8	19		82043	186	0
druid	11	restoration	105	spec		82065	PASSIVE	103121	Power of the Archdruid	392302	1	8	8	20		82053,82056,82043	20	0
druid	11	restoration	105	spec		82080	PASSIVE	103138	Unstoppable Growth	382559	2	8	8	22		82045,82056,82045	34	0
druid	11	restoration	105	spec		103873	PASSIVE	128274	Improved Swiftmend	470549	1	8	8	23		82081,82045	243	0
druid	11	restoration	105	spec		82075	PASSIVE	103131	Regenerative Heartwood	392116	1	8	8	24		82081	30	0
druid	11	restoration	105	spec		82048	PASSIVE	103099	Ysera's Gift	145108	1	20	9	17		82062,82060,82058	4	0
druid	11	restoration	105	spec		82064	CHOICE	103120	Incarnation: Tree of Life	33891	1	20	9	19	82064	82065,82062,94535	19	0
druid	11	restoration	105	spec		82064	CHOICE	103119	Convoke the Spirits	391528	1	20	9	19	82064	82065,82062,94535	19	1
druid	11	restoration	105	spec		82067	PASSIVE	103123	Call of the Elder Druid	426784	1	20	9	21		82080,82065	22	0
druid	11	restoration	105	spec		82052	PASSIVE	103105	Intensity	1264649	1	20	9	23		103873,82075,82080	8	0
druid	11	restoration	105	spec		82074	CHOICE	103130	Liveliness	426702	1	20	10	16	82074	82060,82048	29	0
druid	11	restoration	105	spec		82074	CHOICE	114809	Master Shapeshifter	289237	1	20	10	16	82074	82060,82048	29	1
druid	11	restoration	105	spec		82046	PASSIVE	103097	Waking Dream	392221	1	20	10	17		82048	2	0
druid	11	restoration	105	spec		82070	PASSIVE	103126	Embrace of the Dream	392124	1	20	10	18		82048,82064	25	0
druid	11	restoration	105	spec		82063	PASSIVE	103118	Cenarius' Guidance	393371	1	20	10	19		82064	18	0
druid	11	restoration	105	spec		82072	PASSIVE	103128	Nature's Bounty	1263879	1	20	10	20		82064,82067	27	0
druid	11	restoration	105	spec		82066	PASSIVE	103122	Dream of Cenarius	158504	1	20	10	21		82067	21	0
druid	11	restoration	105	spec		82068	PASSIVE	103124	Thriving Vegetation	447131	2	20	10	22		82052,82067	23	0
druid	11	restoration	105	spec		103876	PASSIVE	128277	Abundance	207383	1	20	10	23		82052	245	0
druid	11	restoration	105	spec		82076	PASSIVE	103132	Nurturing Dormancy	392099	1	20	10	24		82052,82075	31	0
druid	11	restoration	105	spec		82073	PASSIVE	103129	Photosynthesis	274902	1	20	11	17		82046,82074,82070	28	0
druid	11	restoration	105	spec		82077	PASSIVE	103134	Harmonious Blooming	392256	1	20	11	19		82063,82072,82070	32	0
druid	11	restoration	105	spec		82069	PASSIVE	103125	Reforestation	392356	1	20	11	21		82068,82072,82066	24	0
druid	11	restoration	105	spec		82071	PASSIVE	103127	Germination	155675	1	20	11	23		103876,82076,82068	26	0
druid	11	restoration	105	spec		110424	ACTIVE	137040	Everbloom	392167	1	20	12	20			278	0
druid	11	restoration	105	hero	Keeper of the Grove	94600	PASSIVE	117195	Dream Surge	433831	1		7	13			201	0
druid	11	restoration	105	hero	Keeper of the Grove	94599	PASSIVE	117194	Treants of the Moon	428544	1		8	12		94600	200	0
druid	11	restoration	105	hero	Keeper of the Grove	94602	PASSIVE	117197	Expansiveness	429399	1		8	13		94600	203	0
druid	11	restoration	105	hero	Keeper of the Grove	94593	PASSIVE	117186	Protective Growth	433748	1		8	14		94600	194	0
druid	11	restoration	105	hero	Keeper of the Grove	109714	PASSIVE	135972	Sylvan Beckoning	1264614	1		8	15		94600	266	0
druid	11	restoration	105	hero	Keeper of the Grove	94605	CHOICE	117201	Power of Nature	428859	1		9	12	94605	94599	205	0
druid	11	restoration	105	hero	Keeper of the Grove	94605	CHOICE	117200	Durability of Nature	429227	1		9	12	94605	94599	205	1
druid	11	restoration	105	hero	Keeper of the Grove	94604	PASSIVE	117199	Cenarius' Might	455797	1		9	13		94602	204	0
druid	11	restoration	105	hero	Keeper of the Grove	94595	CHOICE	117189	Grove's Inspiration	429402	1		9	14	94595	94593	196	0
druid	11	restoration	105	hero	Keeper of the Grove	94595	CHOICE	117188	Potent Enchantments	429420	1		9	14	94595	94593	196	1
druid	11	restoration	105	hero	Keeper of the Grove	109713	PASSIVE	135971	Dryad's Dance	1264776	1		9	15		109714	265	0
druid	11	restoration	105	hero	Keeper of the Grove	94591	CHOICE	117184	Bounteous Bloom	429215	1		10	12	94591	94605	192	0
druid	11	restoration	105	hero	Keeper of the Grove	94591	CHOICE	117895	Early Spring	428937	1		10	12	94591	94605	192	1
druid	11	restoration	105	hero	Keeper of the Grove	94592	CHOICE	117185	Power of the Dream	434220	1		10	13	94592	94604	193	0
druid	11	restoration	105	hero	Keeper of the Grove	94592	CHOICE	117894	Control of the Dream	434249	1		10	13	94592	94604	193	1
druid	11	restoration	105	hero	Keeper of the Grove	94601	PASSIVE	117196	Blooming Infusion	429433	1		10	14		94595	202	0
druid	11	restoration	105	hero	Keeper of the Grove	109712	PASSIVE	135970	Spirit of the Thicket	1264899	1		10	15		109713	264	0
druid	11	restoration	105	hero	Keeper of the Grove	94606	PASSIVE	117203	Harmony of the Grove	428731	1		11	13		94601,94592,94591,109712	206	0
druid	11	restoration	105	hero	Wildstalker	94626	PASSIVE	117226	Thriving Growth	439528	1		2	26			225	0
druid	11	restoration	105	hero	Wildstalker	94629	PASSIVE	117231	Hunt Beneath the Open Skies	439868	1		3	24		94626	228	0
druid	11	restoration	105	hero	Wildstalker	94623	PASSIVE	117223	Strategic Infusion	439890	1		3	25		94626	222	0
druid	11	restoration	105	hero	Wildstalker	94621	PASSIVE	117221	Wildstalker's Power	439926	1		3	26		94626	220	0
druid	11	restoration	105	hero	Wildstalker	109717	PASSIVE	135975	Green Thumb	1270565	1		3	27		94626	269	0
druid	11	restoration	105	hero	Wildstalker	94624	PASSIVE	117224	Lethal Preservation	455461	1		4	24		94629	223	0
druid	11	restoration	105	hero	Wildstalker	94622	CHOICE	117222	Entangling Vortex	439895	1		4	25	94622	94623	221	0
druid	11	restoration	105	hero	Wildstalker	94622	CHOICE	119855	Flower Walk	439901	1		4	25	94622	94623	221	1
druid	11	restoration	105	hero	Wildstalker	94625	CHOICE	117225	Bond with Nature	439929	1		4	26	94625	94621	224	0
druid	11	restoration	105	hero	Wildstalker	94625	CHOICE	119854	Harmonious Constitution	440116	1		4	26	94625	94621	224	1
druid	11	restoration	105	hero	Wildstalker	109716	PASSIVE	135974	Bursting Growth	440120	1		4	27		109717	268	0
druid	11	restoration	105	hero	Wildstalker	94631	CHOICE	117234	Resilient Flourishing	439880	1		5	24	94631	94624	230	0
druid	11	restoration	105	hero	Wildstalker	94631	CHOICE	117233	Root Network	439882	1		5	24	94631	94624	230	1
druid	11	restoration	105	hero	Wildstalker	94630	PASSIVE	117232	Patient Custodian	1270592	1		5	25		94622	229	0
druid	11	restoration	105	hero	Wildstalker	94628	CHOICE	117230	Twin Sprouts	440117	1		5	26	94628	94625	227	0
druid	11	restoration	105	hero	Wildstalker	94628	CHOICE	117229	Implant	440118	1		5	26	94628	94625	227	1
druid	11	restoration	105	hero	Wildstalker	109715	PASSIVE	135973	Rampancy	1270586	1		5	27		109716	267	0
druid	11	restoration	105	hero	Wildstalker	94627	PASSIVE	117227	Vigorous Creepers	440119	1		6	26		94630,94628,94631,109715	226	0
evoker	13	augmentation	1473	class		93305	ACTIVE	115614	Landslide	358385	1		4	2			101	0
evoker	13	augmentation	1473	class		93304	ACTIVE	115613	Obsidian Scales	363916	1		4	4			100	0
evoker	13	augmentation	1473	class		93306	ACTIVE	115615	Expunge	365585	1		4	6			102	0
evoker	13	augmentation	1473	class		93312	PASSIVE	115621	Natural Convergence	369913	1		5	2		93305	108	0
evoker	13	augmentation	1473	class		103843	PASSIVE	128216	Heavy Wingbeats	368838	1		5	4		93304	203	0
evoker	13	augmentation	1473	class		93341	ACTIVE	115655	Verdant Embrace	360995	1		5	6		93306	137	0
evoker	13	augmentation	1473	class		93270	PASSIVE	115576	Forger of Mountains	375528	1		6	1		93312	68	0
evoker	13	augmentation	1473	class		93302	PASSIVE	115611	Innate Magic	375520	2		6	3		93312,103843	99	0
evoker	13	augmentation	1473	class		93289	PASSIVE	115597	Obsidian Bulwark	375406	1		6	4		103843	87	0
evoker	13	augmentation	1473	class		93295	PASSIVE	115603	Enkindled	375554	2		6	5		93341,103843	93	0
evoker	13	augmentation	1473	class		93340	PASSIVE	115654	Scarlet Adaptation	372469	1		6	7		93341	136	0
evoker	13	augmentation	1473	class		93311	PASSIVE	115620	Inner Radiance	386405	1		7	2		93312,93302	107	0
evoker	13	augmentation	1473	class		93301	PASSIVE	115610	Recall	371806	1		7	3		93302	98	0
evoker	13	augmentation	1473	class		103844	PASSIVE	128217	Clobbering Sweep	375443	1		7	4		93295,93302	204	0
evoker	13	augmentation	1473	class		93290	PASSIVE	115598	Tailwind	375556	1		7	5		93295	88	0
evoker	13	augmentation	1473	class		93294	ACTIVE	115602	Cauterizing Flame	374251	1		7	6		93295,93341	92	0
evoker	13	augmentation	1473	class		93271	PASSIVE	115577	Ancient Flame	369990	1	8	8	1		93311	69	0
evoker	13	augmentation	1473	class		93310	PASSIVE	115619	Instinctive Arcana	376164	2	8	8	2		93311	106	0
evoker	13	augmentation	1473	class		93350	ACTIVE	115665	Tip the Scales	370553	1	8	8	4			146	0
evoker	13	augmentation	1473	class		93292	PASSIVE	115600	Attuned to the Dream	376930	2	8	8	6		93294	90	0
evoker	13	augmentation	1473	class		93293	ACTIVE	115601	Sleep Walk	360806	1	8	8	7		93294	91	0
evoker	13	augmentation	1473	class		110064	PASSIVE	136559	Protracted Talons	369909	1	8	9	2		93310	214	0
evoker	13	augmentation	1473	class		93355	PASSIVE	115670	Inherent Resistance	375544	2	8	9	3		93301,93350	151	0
evoker	13	augmentation	1473	class		93300	PASSIVE	115609	Draconic Legacy	376166	1	8	9	4		93350	97	0
evoker	13	augmentation	1473	class		93349	PASSIVE	115664	Extended Flight	375517	2	8	9	5		93290,93350	145	0
evoker	13	augmentation	1473	class		93291	PASSIVE	115599	Bountiful Bloom	370886	1	8	9	6		93292	89	0
evoker	13	augmentation	1473	class		93353	PASSIVE	115668	Regenerative Magic	387787	1	8	10	1		110064	149	0
evoker	13	augmentation	1473	class		93309	PASSIVE	115618	Blast Furnace	375510	1	8	10	2		93355,110064	105	0
evoker	13	augmentation	1473	class		93299	PASSIVE	115608	Exuberance	375542	1	8	10	3		93355	96	0
evoker	13	augmentation	1473	class		93354	PASSIVE	115669	Renewing Blaze	374348	1	8	10	4		93300	150	0
evoker	13	augmentation	1473	class		93286	PASSIVE	115594	Walloping Blow	387341	1	8	10	5		93349	84	0
evoker	13	augmentation	1473	class		93348	PASSIVE	115663	Panacea	387761	1	8	10	6		93291,93349	144	0
evoker	13	augmentation	1473	class		93308	PASSIVE	115617	Stretch Time	410352	1	23	11	1		93309	104	0
evoker	13	augmentation	1473	class		93307	PASSIVE	115616	Unravel	1264378	1	23	11	2		93309	103	0
evoker	13	augmentation	1473	class		93298	ACTIVE	115607	Oppressing Roar	372048	1	23	11	3		93299,93309,93354	95	0
evoker	13	augmentation	1473	class		93345	PASSIVE	115660	Foci of Life	375574	1	23	11	4		93354	141	0
evoker	13	augmentation	1473	class		93288	ACTIVE	115596	Rescue	370665	1	23	11	5		93348,93286,93354	86	0
evoker	13	augmentation	1473	class		93347	PASSIVE	115662	Lush Growth	375561	2	23	11	6		93348	143	0
evoker	13	augmentation	1473	class		93344	ACTIVE	115658	Source of Magic	369459	1	23	11	7		93348	140	0
evoker	13	augmentation	1473	class		110065	PASSIVE	136560	Strike from Above	1267206	1	23	12	1		93308	215	0
evoker	13	augmentation	1473	class		93343	PASSIVE	115657	Leaping Flames	369939	1	23	12	2		93307,93298,93308	139	0
evoker	13	augmentation	1473	class		93297	PASSIVE	115606	Overawe	374346	1	23	12	3		93298	94	0
evoker	13	augmentation	1473	class		93352	PASSIVE	115667	Aerial Mastery	365933	1	23	12	4		93288,93345,93298	148	0
evoker	13	augmentation	1473	class		93287	PASSIVE	115595	Twin Guardian	370888	1	23	12	5		93288	85	0
evoker	13	augmentation	1473	class		93715	PASSIVE	116103	Potent Mana	418101	1	23	12	7		93344	161	0
evoker	13	augmentation	1473	class		93342	PASSIVE	115656	Terror of the Skies	371032	1	23	13	2		93343,110065	138	0
evoker	13	augmentation	1473	class		93351	CHOICE	115666	Time Spiral	374968	1	23	13	4	93351	93352	147	0
evoker	13	augmentation	1473	class		93351	CHOICE	125610	Spatial Paradox	406732	1	23	13	4	93351	93352	147	1
evoker	13	augmentation	1473	class		93346	ACTIVE	115661	Zephyr	374227	1	23	13	6		93347,93287,93715	142	0
evoker	13	augmentation	1473	spec		93198	ACTIVE	115496	Ebon Might	395152	1		4	18			3	0
evoker	13	augmentation	1473	spec		93200	ACTIVE	115498	Eruption	395160	1		5	17		93198	5	0
evoker	13	augmentation	1473	spec		93220	PASSIVE	115520	Essence Burst	396187	1		5	19		93198	22	0
evoker	13	augmentation	1473	spec		93199	ACTIVE	115690	Quell	351338	1		6	16		93200	4	0
evoker	13	augmentation	1473	spec		93208	PASSIVE	115507	Ricocheting Pyroclast	406659	1		6	17		93200	12	0
evoker	13	augmentation	1473	spec		93219	PASSIVE	115519	Essence Attunement	375722	1		6	19		93220	21	0
evoker	13	augmentation	1473	spec		93221	CHOICE	115521	Pupil of Alexstrasza	407814	1		6	20	93221	93220	23	0
evoker	13	augmentation	1473	spec		93221	CHOICE	115680	Echoing Strike	410784	1		6	20	93221	93220	23	1
evoker	13	augmentation	1473	spec		93203	ACTIVE	115502	Upheaval	396286	1		7	16		93208,93199	8	0
evoker	13	augmentation	1473	spec		93234	ACTIVE	115536	Breath of Eons	403631	1		7	18		93219,93208	33	0
evoker	13	augmentation	1473	spec		93222	PASSIVE	115522	Defy Fate	404195	1		7	20		93221,93219	24	0
evoker	13	augmentation	1473	spec		93368	PASSIVE	115688	Ignition Rush	408775	1	8	8	15		93203	158	0
evoker	13	augmentation	1473	spec		93201	PASSIVE	115499	Power Nexus	369908	1	8	8	16		93203	6	0
evoker	13	augmentation	1473	spec		93206	PASSIVE	115505	Volcanism	406904	1	8	8	17		93203	10	0
evoker	13	augmentation	1473	spec		93235	CHOICE	115537	Perilous Fate	410253	1	8	8	18	93235	93234	34	0
evoker	13	augmentation	1473	spec		93235	CHOICE	115706	Chrono Ward	409676	1	8	8	18	93235	93234	34	1
evoker	13	augmentation	1473	spec		93382	ACTIVE	115534	Bestow Weyrnstone	408233	1	8	8	19		93222,93234	160	0
evoker	13	augmentation	1473	spec		93360	ACTIVE	115679	Timelessness	412710	1	8	8	20		93222	154	0
evoker	13	augmentation	1473	spec		93195	PASSIVE	115493	Improved Defy Fate	1268881	1	8	8	21		93222	0	0
evoker	13	augmentation	1473	spec		93209	ACTIVE	115508	Blistering Scales	360827	1	8	9	16		93201,93368,93206	13	0
evoker	13	augmentation	1473	spec		93218	ACTIVE	115518	Draconic Attunements	403208	1	8	9	18		93382,93206,93235	20	0
evoker	13	augmentation	1473	spec		93358	ACTIVE	115675	Prescience	409311	1	8	9	20		93360,93195,93382	152	0
evoker	13	augmentation	1473	spec		93202	CHOICE	115501	Unyielding Domain	412733	1	8	10	15	93202	93209,93368	7	0
evoker	13	augmentation	1473	spec		93202	CHOICE	115500	Tectonic Locus	408002	1	8	10	15	93202	93209,93368	7	1
evoker	13	augmentation	1473	spec		93211	CHOICE	115511	Regenerative Chitin	406907	1	8	10	16	93211	93209	15	0
evoker	13	augmentation	1473	spec		93211	CHOICE	115510	Molten Blood	410643	1	8	10	16	93211	93209	15	1
evoker	13	augmentation	1473	spec		93207	PASSIVE	115506	Momentum Shift	408004	1	8	10	17		93218,93209	11	0
evoker	13	augmentation	1473	spec		93217	PASSIVE	115517	Aspects' Favor	407243	2	8	10	18		93218	19	0
evoker	13	augmentation	1473	spec		93225	PASSIVE	115526	Arcane Reach	454983	1	8	10	19		93358,93218	26	0
evoker	13	augmentation	1473	spec		93367	PASSIVE	115685	Fate Mirror	412774	1	8	10	20		93358	157	0
evoker	13	augmentation	1473	spec		93215	PASSIVE	115515	Symbiotic Bloom	410685	2	8	10	21		93358	18	0
evoker	13	augmentation	1473	spec		93210	PASSIVE	115509	Reactive Hide	409329	1	20	11	15		93211	14	0
evoker	13	augmentation	1473	spec		93231	PASSIVE	115532	Font of Magic	408083	1	20	11	16		93211	31	0
evoker	13	augmentation	1473	spec		93212	PASSIVE	115512	Hoarded Power	375796	1	20	11	17		93217,93211,93207	16	0
evoker	13	augmentation	1473	spec		93230	PASSIVE	115531	Motes of Possibility	409267	1	20	11	19		93217,93367,93225	30	0
evoker	13	augmentation	1473	spec		93223	PASSIVE	115523	Anachronism	407869	1	20	11	20		93367	25	0
evoker	13	augmentation	1473	spec		93359	CHOICE	115678	Prolong Life	410687	1	20	11	21	93359	93215	153	0
evoker	13	augmentation	1473	spec		93359	CHOICE	115881	Dream of Spring	414969	1	20	11	21	93359	93215	153	1
evoker	13	augmentation	1473	spec		93229	PASSIVE	115530	Accretion	407876	1	20	12	16		93212,93210,93231	29	0
evoker	13	augmentation	1473	spec		102248	PASSIVE	126304	Imminent Destruction	459537	1	20	12	17		93212	201	0
evoker	13	augmentation	1473	spec		93232	ACTIVE	115533	Time Skip	404977	1	20	12	18		93230,93212	32	0
evoker	13	augmentation	1473	spec		93227	PASSIVE	115528	Clairvoyant	1250914	1	20	12	19		93230	28	0
evoker	13	augmentation	1473	spec		93197	PASSIVE	115495	Inferno's Blessing	410261	1	20	12	20		93223,93359	2	0
evoker	13	augmentation	1473	spec		93205	PASSIVE	115504	Rumbling Earth	459120	1	20	13	15		93229	9	0
evoker	13	augmentation	1473	spec		93226	PASSIVE	115527	Plot the Future	407866	1	20	13	17		102248	27	0
evoker	13	augmentation	1473	spec		93369	CHOICE	115687	Tomorrow, Today	412723	1	20	13	18	93369	93232	159	0
evoker	13	augmentation	1473	spec		93369	CHOICE	115686	Interwoven Threads	412713	1	20	13	18	93369	93232	159	1
evoker	13	augmentation	1473	spec		93213	PASSIVE	115513	Overlord	410260	1	20	13	19		93227	17	0
evoker	13	augmentation	1473	spec		102249	PASSIVE	126305	Mighty Inferno	1291457	1	20	13	21		93197	202	0
evoker	13	augmentation	1473	spec		110415	ACTIVE	137013	Duplicate	1259173	1	20	14	18			218	0
evoker	13	devastation	1467	class		93305	ACTIVE	115614	Landslide	358385	1		4	2			101	0
evoker	13	devastation	1467	class		93304	ACTIVE	115613	Obsidian Scales	363916	1		4	4			100	0
evoker	13	devastation	1467	class		93306	ACTIVE	115615	Expunge	365585	1		4	6			102	0
evoker	13	devastation	1467	class		93312	PASSIVE	115621	Natural Convergence	369913	1		5	2		93305	108	0
evoker	13	devastation	1467	class		103843	PASSIVE	128216	Heavy Wingbeats	368838	1		5	4		93304	203	0
evoker	13	devastation	1467	class		93341	ACTIVE	115655	Verdant Embrace	360995	1		5	6		93306	137	0
evoker	13	devastation	1467	class		93270	PASSIVE	115576	Forger of Mountains	375528	1		6	1		93312	68	0
evoker	13	devastation	1467	class		93302	PASSIVE	115611	Innate Magic	375520	2		6	3		93312,103843	99	0
evoker	13	devastation	1467	class		93289	PASSIVE	115597	Obsidian Bulwark	375406	1		6	4		103843	87	0
evoker	13	devastation	1467	class		93295	PASSIVE	115603	Enkindled	375554	2		6	5		93341,103843	93	0
evoker	13	devastation	1467	class		93340	PASSIVE	115654	Scarlet Adaptation	372469	1		6	7		93341	136	0
